sys.exec.out.time {s},rkt.dynamics.lonx {degree},rkt.dynamics.latx {degree},rkt.dynamics.alt {m},rkt.dynamics._dvbi {m/s},rkt.dynamics._SBII[0] {1},rkt.dynamics._SBII[1] {1},rkt.dynamics._SBII[2] {1},rkt.dynamics._VBII[0] {1},rkt.dynamics._VBII[1] {1},rkt.dynamics._VBII[2] {1},rkt.dynamics.thtbdx {degree}
               108.3,   120.9231873598356,   22.26188073753181,   42151.30339314416,   963.8037768827021,   5199550.326725387,  -2888712.359346339,   2408526.931567026,   908.8159585305865,   111.4054372962257,   300.9320561095633,   82.49265188827547
               108.4,   120.9232889054216,   22.26188039960571,   42231.24268408213,   964.2886214465094,   5199641.231427723,  -2888701.220836881,   2408557.033451334,   909.2776887521873,   111.3649517575817,   301.1054262359307,   82.48391564092482
               108.5,   120.9233906204841,   22.26188006074055,   42311.22802096233,   964.7709563745465,   5199732.182182613,  -2888690.086316139,   2408587.152611407,   909.7370058197603,   111.3256601359235,    301.277572848122,   82.47522047268633
               108.6,   120.9234925039534,   22.26187972083554,   42391.25910864398,   965.2507613345668,   5199823.178747586,  -2888678.955665498,   2408617.288925434,   910.1938866115216,   111.2875478136081,   301.4485075989053,   82.46658185419291
               108.7,   120.9235945565728,   22.26187937980619,   42471.33565117605,   965.7280184791535,   5199914.220877881,  -2888667.828767514,   2408647.442272982,   910.6483086691305,    111.250605981924,   301.6182459042872,   82.45800682302468
               108.8,   120.9236967772377,   22.26187903758659,   42551.45735173579,   966.2027123597184,    5200005.30832657,  -2888656.705505365,   2408677.612535211,   911.1002512581684,    111.214830844232,   301.7868037686006,   82.44949547144769
               108.9,    120.923799166663,   22.26187869412908,   42631.62391257286,   966.6748294989633,   5200096.440844763,  -2888645.585762413,   2408707.799594813,   911.5496958467168,   111.1802222718649,   301.9541954737284,   82.44104317679808
                 109,   120.9239017237273,   22.26187834940202,   42711.83503495622,   967.1443578581567,   5200187.618181824,  -2888634.469421905,   2408738.003335762,   911.9966261489976,   111.1467824311024,   302.1204322533068,   82.43264276327025
               109.1,   120.9240044491386,   22.26187800338655,   42792.09041915368,   967.6112863489451,   5200278.840085599,  -2888623.356366809,   2408768.223642976,   912.4410279313092,   111.1145146525812,   302.2855217357213,   82.42428615610491
               109.2,   120.9241073417608,   22.26187765607328,   42872.38976441324,   968.0756044562992,   5200370.106302595,   -2888612.24647973,   2408798.460401969,    912.882888578783,   111.0834227148772,   302.4494683107153,   82.41596546954592
               109.3,   120.9242104022969,   22.26187730745954,   42952.73276895564,   968.5373019808724,   5200461.416578124,  -2888601.139642895,   2408828.713498551,   913.3221967288464,   111.0535103931392,   302.6122735781595,   82.40767358753192
               109.4,    120.924313629613,    22.2618769575468,   43033.11912996694,   968.9963688813111,   5200552.770656403,  -2888590.035738161,   2408858.982818579,    913.758941917351,   111.0247812549349,   302.7739369868931,   82.39940440686901
               109.5,   120.9244170244034,     22.261876606339,   43113.54854360502,   969.4527951886439,   5200644.168280639,  -2888578.934647042,   2408889.268247773,   914.1931142882248,   110.9972386038807,   302.9344564578033,   82.39115285045095
               109.6,   120.9245205855301,   22.26187625384128,    43194.0207050126,   969.9065709665903,   5200735.609193076,  -2888567.836250737,   2408919.569671591,   914.6247043752825,   110.9708855002552,   303.0938289076268,   82.38291478053564
               109.7,   120.9246243136863,    22.2618759000592,   43274.53530830517,   970.3576862982529,   5200827.093135023,  -2888556.740430144,   2408949.886975152,   915.0537029491248,   110.9457248123354,   303.2520506493881,   82.37468685312089
               109.8,   120.9247282077287,   22.26187554499825,   43355.09204658959,   970.8061312855925,   5200918.619846873,  -2888545.647065884,   2408980.220043185,   915.4801009163236,   110.9217592717047,   303.4091176744807,   82.36646638047463
               109.9,   120.9248322683492,   22.26187518866368,   43435.69061196316,   971.2518960542196,   5201010.189068112,   -2888534.55603831,   2409010.568760011,    915.903889257477,   110.8989915200562,   303.5650258375929,   82.35825119444866
                 110,   120.9249364943993,   22.26187483106036,   43516.33069552388,   971.6949707590062,    5201101.80053733,  -2888523.467227514,   2409040.933009537,   916.3250589920115,   110.8774241434883,   303.7197709681371,    82.3500395445223
               110.1,   120.9250408865672,   22.26187447219278,   43597.01198821142,      972.1353943636,   5201193.453992962,  -2888512.380513614,   2409071.312675572,   916.7436483129366,   110.8570418065944,   303.8733692416133,    82.3418300089571
               110.2,   120.9251454437298,     22.261874112065,   43677.73420219496,   972.5734825324334,   5201285.149191989,  -2888501.295783843,   2409101.707649889,   917.1599628699172,   110.8377277411027,   304.0259520878226,   82.33362148240562
               110.3,   120.9252501666342,   22.26187375068069,   43758.49707237538,      973.0092858578,   5201376.885911266,  -2888490.212933058,   2409132.117832804,    917.574052001773,   110.8194624675758,   304.1775405860057,   82.32541309993715
               110.4,   120.9253550541859,   22.26187338804328,   43839.30033390224,   973.4427953905323,    5201468.66392784,  -2888479.131856263,   2409162.543124698,   917.9859074607396,   110.8022483517064,   304.3281310714194,   82.31720411272275
               110.5,    120.925460107126,   22.26187302415595,   43920.14372101706,   973.8740022274034,   5201560.483017936,  -2888468.052448224,    2409192.98342559,   918.3955210221076,   110.7860877642112,   304.4777199383437,    82.3089938672842
               110.6,   120.9255653243597,   22.26187265902181,   44001.02696704585,   974.3028975102836,   5201652.342956948,  -2888456.974603466,   2409223.438635139,   918.8028844864931,   110.7709830779811,   304.6263036314688,   82.30078180251483
               110.7,   120.9256707066238,   22.26187229264379,   44081.94980441872,   974.7294724234347,   5201744.243519464,  -2888445.898216285,   2409253.908652653,   919.2079896804421,   110.7569366609861,   304.7738786378877,   82.29256744419966
               110.8,     120.92577625282,   22.26187192502477,   44162.91196465865,   975.1537181912372,   5201836.184479245,  -2888434.823180734,   2409284.393377085,   919.6108284569368,   110.7439508707111,   304.9204414802108,   82.28435039558683
               110.9,   120.9258819636825,    22.2618715561675,   44243.91317840107,   975.5756260769356,   5201928.165609245,  -2888423.749390631,   2409314.892707052,   920.0113926963555,   110.7320280507594,   305.0659887107752,   82.27613032618846
                 111,   120.9259878381062,   22.26187118607471,   44324.95317538921,   975.9951873820378,   5202020.186681608,  -2888412.676739567,   2409345.406540818,   920.4096743075276,   110.7211705290683,   305.2105169070737,   82.26790696077718
               111.1,   120.9260938768251,   22.26187081474903,   44406.03168446664,     976.41239344599,   5202112.247467658,  -2888401.605120892,   2409375.934776309,   920.8056652286119,   110.7113806170467,   305.3540226682592,   82.25968006959076
               111.2,   120.9262000787332,   22.26187044219309,   44487.14843361173,     976.82723564612,   5202204.347737933,  -2888390.534427733,   2409406.477311115,   921.1993574277338,   110.7026606092816,   305.4965026130367,    82.2514494600258
               111.3,   120.9263064445552,   22.26187006840939,   44568.30314991437,   977.2397053974286,   5202296.487262157,  -2888379.464552983,   2409437.034042486,   921.5907429033298,   110.6950127834154,   305.6379533778833,   82.24321496978033
               111.4,   120.9264129731823,    22.2618696934004,   44649.49555958901,   977.6497941525885,   5202388.665809263,  -2888368.395389313,   2409467.604867331,   921.9798136845444,   110.6884394001183,   305.7783716157468,   82.23497646118305
               111.5,   120.9265196653402,    22.2618693171686,    44730.7253879765,   978.0574934018101,   5202480.883147379,  -2888357.326829166,   2409498.189682235,   922.3665618312543,   110.6829427032122,   305.9177539953837,   82.22673381659618
               111.6,   120.9266265199141,   22.26186893971639,   44811.99235955067,    978.462794672776,    5202573.13904385,   -2888346.25876476,   2409528.788383447,   922.7509794339821,   110.6785249198521,   306.0560972012342,   82.21848693464725
               111.7,   120.9267335371651,   22.26186856104612,   44893.29619792663,   978.8656895305218,   5202665.433265224,  -2888335.191088096,   2409559.400866883,   923.1330586138459,   110.6751882606574,   306.1933979330344,   82.21023572760105
               111.8,   120.9268407173545,    22.2618681811601,   44974.63662584778,   979.2661695773477,   5202757.765577267,  -2888324.123690949,   2409590.027028132,   923.5127915226183,   110.6729349197722,   306.3296529052247,   82.20198011672558
               111.9,   120.9269480593638,    22.2618678000606,   45056.01336521469,   979.6642264526608,   5202850.135744963,   -2888313.05646488,   2409620.666762454,   923.8901703425913,   110.6717670749857,   306.4648588467007,   82.19372003493623
                 112,   120.9270555639077,   22.26186741774981,   45137.42613706272,   980.0598518329697,   5202942.543532509,   -2888301.98930123,   2409651.319964781,   924.2651872862205,   110.6716868880463,   306.5990125016459,    82.1854554187686
               112.1,   120.9271632298659,   22.26186703422995,   45218.87466158438,   980.4530374315932,   5203034.988703335,  -2888290.922091126,   2409681.986529726,   924.6378345959561,   110.6726965047079,   306.7321106289907,   82.17718621382737
               112.2,    120.927271057948,   22.26186664950313,   45300.35865812562,   980.8437749986819,   5203127.471020086,  -2888279.854725481,   2409712.666351571,   925.0081045442838,   110.6747980548054,   306.8641500022185,   82.16891236690563
               112.3,   120.9273790470294,   22.26186626357147,    45381.8778451914,   981.2320563210302,   5203219.990244643,  -2888268.787094997,   2409743.359324283,   925.3759894335542,   110.6779936523502,   306.9951274091469,   82.16063383188775
               112.4,   120.9274871978202,   22.26186587643704,   45463.43194044381,   981.6178732219516,   5203312.546138115,  -2888257.719090163,   2409774.065341503,   925.7414815956661,   110.6822853957046,   307.1250396523092,   82.15235056225816
               112.5,   120.9275955091894,   22.26186548810183,   45545.02066071518,   982.0012175611247,   5203405.138460849,  -2888246.650601261,   2409804.784296556,   926.1045733919493,   110.6876753676457,   307.2538835486926,   82.14406251731148
               112.6,   120.9277039818442,   22.26186509856784,   45626.64372200612,   982.3820812345001,   5203497.766972425,  -2888235.581518364,   2409835.516082451,   926.4652572131472,   110.6941656353839,   307.3816559293853,    82.1357696548755
               112.7,   120.9278126146504,   22.26186470783701,   45708.30083949119,   982.7604561741803,   5203590.431431671,   -2888224.51173134,   2409866.260591876,   926.8235254791625,   110.7017582507121,   307.5083536397995,   82.12747193772297
               112.8,   120.9279214083109,   22.26186431591123,   45789.99172751699,   983.1363343482516,   5203683.131596651,  -2888213.441129852,   2409897.017717208,   927.1793706388083,   110.7104552501153,   307.6339735397453,   82.11916932647338
               112.9,   120.9280303616904,   22.26186392279239,   45871.71609961148,   983.5097077606385,   5203775.867224677,  -2888202.369603361,   2409927.787350508,   927.5327851697324,   110.7202586547897,   307.7585125030861,   82.11086178615852
                 113,   120.9281394754868,   22.26186352848232,   45953.47366848588,   983.8805684510251,   5203868.638072312,  -2888191.297041126,   2409958.569383529,   927.8837615782612,   110.7311704707315,   307.8819674178248,   82.10254927921203
               113.1,   120.9282487485596,   22.26186313298281,   46035.26414604113,   984.2489084947027,   5203961.443895372,  -2888180.223332205,    2409989.36370771,    928.232292399274,    110.743192688791,   308.0043351858797,   82.09423177210469
               113.2,   120.9283581816052,   22.26186273629563,   46117.08724336047,   984.6147200024263,   5204054.284448923,   -2888169.14836546,   2410020.170214181,   928.5783701959593,   110.7563272847734,   308.1256127232209,   82.08590922841516
               113.3,    120.928467773482,   22.26186233842251,   46198.94267073367,   984.9779951202835,   5204147.159487295,  -2888158.072029555,   2410050.988793766,   928.9219875594872,   110.7705762196123,   308.2457969602831,   82.07758161551232
               113.4,   120.9285775248788,   22.26186193936516,   46280.83013763465,   985.3387260296064,   5204240.068764073,  -2888146.994212958,   2410081.819336982,   929.2631371097125,   110.7859414389833,   308.3648848396028,   82.06924889767942
               113.5,   120.9286874346499,   22.26186153912524,   46362.74935274944,   985.6969049468221,    5204333.01203211,  -2888135.914803944,   2410112.661734042,   929.6018114941319,   110.8024248738541,   308.4828733181905,   82.06091104281636
               113.6,   120.9287975034863,   22.26186113770437,    46444.7000239566,   986.0525241233323,   5204425.989043522,  -2888124.833690595,   2410143.515874851,   929.9380033878347,   110.8200284405076,     308.59975936719,   82.05256801558208
               113.7,   120.9289077302365,   22.26186073510419,   46526.68185835145,   986.4055758454185,   5204518.999549693,  -2888113.750760804,    2410174.38164902,   930.2717054939011,   110.8387540403292,   308.7155399703547,   82.04421978372025
               113.8,   120.9290181155848,   22.26186033132624,   46608.69456223771,   986.7560524340728,   5204612.043301283,  -2888102.665902273,   2410205.258945851,   930.6029105429493,   110.8586035600255,   308.8302121246999,   82.03586631333879
               113.9,   120.9291286583804,   22.26185992637211,    46690.7378411293,   987.1039462449826,   5204705.120048224,  -2888091.579002516,   2410236.147654352,   930.9316112918931,   110.8795788724095,   308.9437728438207,   82.02750757095062
                 114,   120.9292393593009,   22.26185952024327,   46772.81139976438,   987.4492496683953,   5204798.229539721,   -2888080.48994886,   2410267.047663227,   931.2578005241177,   110.9016818363487,    309.056219156853,   82.01914352301019
               114.1,   120.9293502171945,   22.26185911294125,   46854.91494209785,   987.7919551291428,   5204891.371524268,  -2888069.398628449,   2410297.958860891,   931.5814710444511,   110.9249142999076,   309.1675481224855,   82.01077413569584
               114.2,   120.9294612327354,   22.26185870446759,   46937.04817130882,   988.1320550870645,    5204984.54574963,   -2888058.30492824,   2410328.881135467,   931.9026156515191,   110.9492781171539,   309.2777569074845,   82.00239937444552
               114.3,   120.9295724047661,   22.26185829482367,   47019.21078980435,   988.4695420362709,   5205077.751962867,  -2888047.208735008,   2410359.814374769,   932.2212274184982,   110.9747749898662,    309.386841995086,   81.99401920248094
               114.4,   120.9296837339598,   22.26185788401019,   47101.40249922685,   988.8044085023854,   5205170.989910348,  -2888036.109935366,   2410390.758466253,   932.5372992994135,   111.0014066802198,   309.4948002860805,   81.98563358359313
               114.5,   120.9297952191537,   22.26185747202859,   47183.62300044671,   989.1366470417452,   5205264.259337709,  -2888025.008415728,   2410421.713297158,   932.8508238160452,   111.0291751839094,   309.6016299774479,   81.97724249291775
               114.6,   120.9299068610204,   22.26185705888068,   47265.87199357525,   989.4662502435679,    5205357.55998986,  -2888013.904062327,   2410452.678754481,   933.1617939324769,   111.0580822478099,   309.7073281070809,   81.96884591365887
               114.7,   120.9300186583921,   22.26185664456813,   47348.14917796385,    989.793210732715,   5205450.891611014,  -2888002.796761219,    2410483.65472491,   933.4702026897439,   111.0881295814084,   309.8118915875395,   81.96044382483218
               114.8,    120.930130611934,   22.26185622909238,   47430.45425200649,   990.1175150744544,   5205544.253944507,  -2887991.686398224,   2410514.641094753,   933.7760372349701,   111.1193211607654,   309.9153148970518,   81.95203617273674
               114.9,   120.9302427204793,   22.26185581245484,   47512.78691225778,    990.439147371193,   5205637.646732037,  -2887980.572858629,   2410545.637749619,   934.0792823022531,   111.1516619121779,   310.0175915544867,   81.94362278804118
                 115,   120.9303549846882,   22.26185539465683,   47595.14685420878,   990.7581008151145,   5205731.069714328,  -2887969.456027432,   2410576.644574706,   934.3799313924882,   111.1851534359386,   310.1187188758016,   81.93520351947289
               115.1,    120.930467403386,   22.26185497569965,   47677.53377331793,   991.0744067665673,   5205824.522632046,  -2887958.335789694,   2410607.661455199,    934.678014840542,   111.2197836899991,   310.2187100053714,   81.92677828865119
               115.2,   120.9305799772553,   22.26185455558454,    47759.9473815877,    991.388312640221,   5205918.005240356,  -2887947.212035927,   2410638.688282518,   934.9737715534424,   111.2554634660873,   310.3176675532706,   81.91834709340495
               115.3,   120.9306927051701,    22.2618541343126,   47842.38740878459,   991.6998587740408,   5206011.517310003,  -2887936.084662478,   2410669.724954776,   935.2672405187121,   111.2921775749818,   310.4156083633433,   81.90990997510389
               115.4,   120.9308055873773,   22.26185371188493,   47924.85358492378,   992.0090389879541,   5206105.058611908,  -2887924.953565842,   2410700.771370178,   935.5584158121266,   111.3299274348364,   310.5125300116925,   81.90146696471201
               115.5,   120.9309186241228,   22.26185328830258,   48007.34563938621,   992.3158471225931,   5206198.628916414,  -2887913.818642371,   2410731.827426684,   935.8472915248199,   111.3687144537165,    310.608430080729,   81.89301807413464
               115.6,   120.9310318142768,    22.2618528635666,    48089.8633009214,   992.6202770404979,   5206292.227993267,  -2887902.679788284,   2410762.893022018,   936.1338617639143,   111.4085400325127,   310.7033061600074,   81.88456330431727
               115.7,   120.9311451585384,     22.261852437678,   48172.40629765205,   992.9223226261487,   5206385.855611628,  -2887891.536899652,    2410793.96805366,   936.4181206525377,   111.4494055648656,   310.7971558462417,   81.87610264322164
               115.8,   120.9312586557755,   22.26185201063777,   48254.97435706295,   993.2219777856621,   5206479.511540065,  -2887880.389872413,   2410825.052418852,   936.7000623294833,   111.4913124365612,   310.8899767435057,     81.867636075872
               115.9,   120.9313723066892,   22.26185158244688,   48337.56720601767,    993.519236446586,   5206573.195546564,  -2887869.238602361,   2410856.146014593,   936.9796809490962,   111.5342620249495,   310.9817664630632,   81.85916357977391
                 116,   120.9314861101379,   22.26185115310628,   48420.18457075208,   993.8140925576948,   5206666.907398529,  -2887858.082985159,   2410887.248737649,   937.2569706805937,   111.5782556988235,   311.0725226247395,   81.85068513311366
               116.1,   120.9316000668198,   22.26185072261687,   48502.82617688179,    994.106540088904,    5206760.64686278,  -2887846.922916326,   2410918.360484544,   937.5319257083447,   111.6232948179751,   311.1622428558998,   81.84220070887844
               116.2,    120.931714175597,   22.26185029097955,   48585.49174940214,   994.3965730312395,   5206854.413705555,  -2887835.758291255,   2410949.481151568,   937.8045402318269,   111.6693807330388,   311.2509247914691,   81.83371028219896
               116.3,   120.9318284371597,   22.26184985819518,   48668.18101268448,   994.6841853967684,   5206948.207692518,  -2887824.589005196,   2410980.610634772,    938.074808465458,   111.7165147854594,   311.3385660741653,   81.82521382392922
               116.4,   120.9319428503662,    22.2618494242646,    48750.8936904911,   994.9693712186391,   5207042.028588751,   -2887813.41495327,   2411011.748829973,   938.3427246387882,   111.7646983073507,   311.4251643540327,   81.81671130766543
               116.5,   120.9320574159063,   22.26184898918865,   48833.62950595561,   995.2521245510555,   5207135.876158759,  -2887802.236030463,   2411042.895632755,   938.6082829964638,    111.813932621466,    311.510717288414,   81.80820270310618
               116.6,   120.9321721326346,   22.26184855296812,   48916.38818160631,   995.5324394692919,   5207229.750166471,   -2887791.05213163,   2411074.050938464,   938.8714777980172,   111.8642190413049,   311.5952225425252,   81.79968798295869
               116.7,   120.9322870012377,   22.26184811560382,   48999.16943935864,   995.8103100697313,   5207323.650375245,  -2887779.863151494,   2411105.214642219,   939.1323033182558,   111.9155588709027,    311.678677788416,   81.79116711621214
               116.8,   120.9324020205675,   22.26184767709648,   49081.97300051898,   996.0857304698321,   5207417.576547869,  -2887768.668984652,   2411136.386638901,   939.3907538470856,   111.9679534049108,   311.7610807053038,   81.78264007496857
               116.9,   120.9325171913076,   22.26184723744683,   49164.79858578648,   996.3586948082173,    5207511.52844656,  -2887757.469525567,   2411167.566823162,   939.6468236894736,   112.0214039286595,   311.8424289798767,   81.77410682769984
                 117,   120.9326325123061,   22.26184679665561,   49247.64591525123,    996.629197244634,   5207605.505832964,  -2887746.264668577,   2411198.755089421,    939.900507165447,   112.0759117181389,   311.9227203061155,   81.76556734604785
               117.1,   120.9327479842461,    22.2618463547235,   49330.51470840257,   996.8972319600018,   5207699.508468159,  -2887735.054307892,   2411229.951331871,   940.1517986103704,   112.1314780398771,   312.0019523845834,    81.7570215980419
               117.2,    120.932863605971,   22.26184591165115,   49413.40468412265,   997.1627931564232,   5207793.536112662,  -2887723.838337596,    2411261.15544447,   940.4006923747288,   112.1881041510827,    312.080122923002,   81.74846955489603
               117.3,   120.9329793781587,   22.26184546743923,   49496.31556070223,   997.4258750572358,   5207887.588526424,  -2887712.616651647,   2411292.367320951,   940.6471828241428,   112.2457912996562,   312.1572296363008,   81.73991118423375
               117.4,   120.9330952996545,   22.26184502208836,   49579.24705582485,   997.6864719070029,    5207981.66546883,   -2887701.38914388,   2411323.586854816,   940.8912643395283,    112.304540724119,   312.2332702460636,   81.73134645643083
               117.5,   120.9332113711308,   22.26184457559915,   49662.19888657983,   997.9445779715585,   5208075.766698708,  -2887690.155708006,   2411354.813939344,   941.1329313170907,   112.3643536536467,   312.3082424806147,     81.722775339965
               117.6,   120.9333275914284,   22.26184412797215,   49745.17076946516,   998.2001875379939,   5208169.891974322,  -2887678.916237612,   2411386.048467582,   941.3721781681446,   112.4252313081625,   312.3821440754183,   81.71419780353277
               117.7,   120.9334439612191,   22.26184367920792,   49828.16242038459,   998.4532949147409,   5208264.041053384,  -2887667.670626165,   2411417.290332352,   941.6089993191987,   112.4871748983529,   312.4549727730178,    81.7056138156254
               117.8,   120.9335604793391,   22.26184322930701,   49911.17355464958,   998.7038944315498,   5208358.213693043,  -2887656.418767011,   2411448.539426255,   941.8433892121066,   112.5501856255807,    312.526726322476,     81.697023344526
               117.9,   120.9336771464599,   22.26184277826991,   49994.20388698485,   998.9519804395152,   5208452.409649896,   -2887645.16055338,    2411479.79564166,   942.0753423039764,   112.6142646819752,   312.5974024796322,   81.68842635827895
                 118,   120.9337939614129,    22.2618423260971,   50077.25313152466,   999.1975473111478,   5208546.628679989,  -2887633.895878376,   2411511.058870718,   942.3048530672036,   112.6794132504725,   312.6669990071525,   81.67982282468671
               118.1,   120.9339109248642,   22.26184187278903,   50160.32100182306,   999.4405894403668,   5208640.870538811,  -2887622.624634991,   2411542.329005355,   942.5319159895283,   112.7456325047978,   312.7355136742702,   81.67121271131325
               118.2,   120.9340280356465,   22.26184141834612,   50243.40721085109,   999.6811012425208,   5208735.134981306,    -2887611.3467161,   2411573.605937272,   942.7565255739905,   112.8129236095334,   312.8029442569017,   81.66259598543164
               118.3,   120.9341452944228,    22.2618409627688,   50326.51147099119,   999.9190771544544,   5208829.421761864,  -2887600.062014457,   2411604.889557952,   942.9786763390367,   112.8812877201266,   312.8692885374655,   81.65397261403409
               118.4,   120.9342627000195,   22.26184050605744,    50409.6334940549,   1000.154511634523,   5208923.730634331,  -2887588.770422705,   2411636.179758652,   943.1983628185127,   112.9507259829291,   312.9345443048705,   81.64534256378516
               118.5,   120.9343802530969,   22.26184004821235,   50492.77299127448,   1000.387399162649,   5209018.061352003,  -2887577.471833371,    2411667.47643041,   943.4155795617393,   113.0212395352233,    312.998709354398,   81.63670580099109
               118.6,   120.9344979524815,   22.26183958923392,   50575.92967329454,   1000.617734240302,   5209112.413667635,   -2887566.16613887,   2411698.779464047,   943.6303211334122,   113.0928295053119,   313.0617814878271,   81.62806229159588
               118.7,   120.9346157988306,   22.26183912912239,   50659.10325020552,   1000.845511390613,   5209206.787333437,  -2887554.853231504,   2411730.088750159,   943.8425821136386,   113.1654970125927,   313.1237585136096,   81.61941200114678
               118.8,   120.9347337909638,   22.26183866787803,   50742.29343151767,   1001.070725158354,   5209301.182101086,  -2887543.533003464,   2411761.404179128,   944.0523570980164,   113.2392431675554,   313.1846382465008,   81.61075489477125
               118.9,   120.9348519295379,   22.26183820550107,   50825.49992616568,   1001.293370110008,   5209395.597721707,   -2887532.20534683,   2411792.725641114,   944.2596406976717,   113.3140690718364,   313.2444185075672,   81.60209093714981
                 119,   120.9349702133712,   22.26183774199172,    50908.7224425273,   1001.513440833799,   5209490.033945897,  -2887520.870153574,   2411824.053026062,   944.4644275393175,    113.389975818297,   313.3030971240319,   81.59342009246322
               119.1,   120.9350886426565,   22.26183727735014,   50991.96068840101,   1001.730931939771,   5209584.490523709,  -2887509.527315555,   2411855.386223699,   944.6667122652576,   113.4669644910897,   313.3606719294065,   81.58474232479794
               119.2,    120.935207217586,   22.26183681157646,   51075.21437103115,   1001.945838059785,   5209678.967204666,  -2887498.176724526,   2411886.725123536,   944.8664895333968,   113.5450361657305,   313.4171407633652,   81.57605759595727
               119.3,   120.9353259369729,    22.2618363446708,   51158.48319709767,   1002.158153847626,   5209773.463737751,  -2887486.818272137,   2411918.069614868,   945.0637540173437,   113.6241919091828,   313.4725014716807,   81.56736587008567
               119.4,   120.9354448014639,   22.26183587663322,   51241.76687271334,   1002.367873979022,   5209867.979871427,  -2887475.451849925,   2411949.419586774,   945.2585004063855,   113.7044327799407,   313.5267519062563,   81.55866710727241
               119.5,   120.9355638098725,   22.26183540746375,   51325.06510344706,     1002.5749931517,   5209962.515353614,  -2887464.077349327,   2411980.774928122,   945.4507234055257,   113.7857598281388,   313.5798899250927,   81.54996127031238
               119.6,   120.9356829628418,   22.26183493716238,   51408.37759429403,   1002.779506085477,   5210057.069931714,  -2887452.694661671,    2412012.13552756,   945.6404177355299,   113.8681740956389,   313.6319133923238,    81.5412483178421
               119.7,   120.9358022591802,   22.26183446572908,   51491.70404952113,   1002.981402432539,    5210151.64335243,  -2887441.303678123,   2412043.501273462,   945.8275732006798,   113.9516784407942,   313.6828181131076,   81.53252819875365
               119.8,   120.9359216995277,   22.26183399316386,   51575.04417211656,   1003.180672570463,   5210246.235361309,  -2887429.904289513,   2412074.872053717,   946.0121802958876,    114.036275473681,   313.7326001977443,   81.52380081336634
               119.9,   120.9360412826885,   22.26183351946673,   51658.39766440913,   1003.377311681615,   5210340.845703275,  -2887418.496386528,    2412106.24775597,    946.194234160738,   114.1219660929936,   313.7812577154162,   81.51506607723395
                 120,   120.9361610092994,   22.26183304463761,   51741.76422821358,   1003.571314877861,   5210435.474122762,  -2887407.079859762,   2412137.628267664,   946.3737298612966,   114.2087512194303,   313.8287887033234,   81.50632392942849
               120.1,   120.9362808781627,    22.2618325686765,    51825.1435646927,   1003.762669786574,    5210530.12036359,   -2887395.65459968,   2412169.013475998,   946.5506552330786,    114.296634371261,   313.8751881023778,   81.49757433097872
               120.2,   120.9364008899047,   22.26183209158335,   51908.53537111823,   1003.951321525795,   5210624.784166108,  -2887384.220495577,   2412200.403266703,    946.724957055003,   114.3856338504097,   313.9204333126991,   81.48881724761132
               120.3,   120.9365210433157,   22.26183161335806,   51991.93934063707,   1004.137256007426,   5210719.465266978,  -2887372.777435514,   2412231.797523947,    946.896621495139,   114.4757537403416,   313.9645185507343,   81.48005265087792
               120.4,   120.9366413390185,   22.26183113400051,   52075.35516569857,   1004.320468322097,   5210814.163402218,  -2887361.325307404,   2412263.196131631,    947.065643581442,   114.5669949258957,   314.0074418099607,   81.47128051011342
               120.5,   120.9367617757936,   22.26183065351056,   52158.78253823053,   1004.500953578114,   5210908.878307342,  -2887349.863999073,   2412294.598973458,   947.2320183544957,   114.6593582843926,    314.049201083557,   81.46250079674898
               120.6,    120.936882354261,     22.261830171888,   52242.22114964761,   1004.678706901825,   5211003.609717369,  -2887338.393398262,   2412326.005932931,   947.3957408671366,   114.7528446866335,   314.0897943662876,   81.45371347585632
               120.7,   120.9370030732047,   22.26182968913254,   52325.67069085501,   1004.853723437867,   5211098.357366833,  -2887326.913392622,   2412357.416893349,   947.5568061842055,   114.8474549976035,   314.1292196557137,   81.44491851214931
               120.8,    120.937123933237,   22.26182920524385,    52409.1308522271,   1005.025998349453,    5211193.12098976,   -2887315.42386972,   2412388.831737814,   947.7152093822198,   114.9431900770588,   314.1674749537879,   81.43611586306557
               120.9,   120.9372449331383,   22.26182872022155,   52492.60132363997,   1005.195526818507,   5211287.900319696,  -2887303.924717037,   2412420.250349225,   947.8709455492104,   115.0400507798598,   314.2045582676161,   81.42730548571865
                 121,   120.9373660735201,   22.26182823406519,   52576.08179444913,   1005.362304045777,   5211382.695089693,  -2887292.415821966,   2412451.672610286,    948.024009784542,    115.138037956188,   314.2404676101906,   81.41848733053932
               121.1,   120.9374873531593,   22.26182774677428,   52659.57195350621,   1005.526325250948,   5211477.505032313,  -2887280.897071819,   2412483.098403499,   948.1743971989023,   115.2371524516279,   314.2752010006737,   81.40966134803759
               121.2,   120.9376087726645,   22.26182725834827,   52743.07148915157,   1005.687585672756,   5211572.329879631,  -2887269.368353821,   2412514.527611173,   948.3221029143995,   115.3373951072139,   314.3087564643904,   81.40082748451478
               121.3,   120.9377303308096,   22.26182676878652,   52826.58008921519,   1005.846080569103,   5211667.169363234,  -2887257.829555115,   2412545.960115413,   948.4671220646393,   115.4387667595162,   314.3411320328436,   81.39198568447297
               121.4,   120.9378520281997,   22.26182627808841,   52910.09744101949,   1006.001805217134,    5211762.02321422,  -2887246.280562759,   2412577.395798134,   948.6094497949238,   115.5412682405751,   314.3723257433207,   81.38313589044068
